,label,name
13157,13,13157
3182,3,3182
2701,2,2701
6125,6,6125
2211,2,2211
19491,19,19491
18784,18,18784
4355,4,4355
19820,19,19820
12747,12,12747
2052,2,252
20442,14,141442
4092,4,492
17750,17,17750
19083,19,1983
21320,14,142320
13835,13,13835
10284,10,10284
21098,14,142098
2507,2,2507
4430,4,4430
10966,10,10966
18881,18,18881
3166,3,3166
690,0,690
9956,9,9956
3041,3,341
10982,10,10982
12117,12,12117
16538,16,16538
17343,17,17343
14306,14,14306
21386,14,142386
21872,14,142872
22956,14,143956
5788,5,5788
22945,14,143945
21888,14,142888
11895,11,11895
13939,13,13939
469,0,469
12156,12,12156
12266,12,12266
2679,2,2679
12285,12,12285
13608,13,13608
732,0,732
17816,17,17816
19947,19,19947
16409,16,16409
6948,6,6948
10674,10,10674
12761,12,12761
19033,19,1933
3698,3,3698
14835,14,14835
7441,7,7441
21680,14,142680
21252,14,142252
20699,14,141699
12211,12,12211
14071,14,1471
7728,7,7728
20802,14,141802
2320,2,2320
16311,16,16311
16746,16,16746
9405,9,9405
11908,11,11908
16921,16,16921
14354,14,14354
7949,7,7949
15125,15,15125
228,0,228
19667,19,19667
11621,11,11621
6929,6,6929
2993,2,2993
16264,16,16264
14579,14,14579
19205,19,19205
7034,7,734
14661,14,14661
11931,11,11931
5545,5,5545
16690,16,16690
17770,17,17770
14284,14,14284
4283,4,4283
8794,8,8794
13293,13,13293
21029,14,142029
21951,14,142951
20303,14,141303
11206,11,11206
1637,1,1637
10146,10,10146
18154,18,18154
16399,16,16399
1636,1,1636
4391,4,4391
6709,6,6709
15994,15,15994
22164,14,143164
15262,15,15262
17666,17,17666
2371,2,2371
16678,16,16678
19058,19,1958
6665,6,6665
18963,18,18963
20711,14,141711
17140,17,17140
17189,17,17189
19666,19,19666
5262,5,5262
13328,13,13328
16936,16,16936
10477,10,10477
11641,11,11641
7540,7,7540
20467,14,141467
5878,5,5878
11612,11,11612
882,0,882
5162,5,5162
6234,6,6234
16188,16,16188
5179,5,5179
13753,13,13753
1264,1,1264
15341,15,15341
12713,12,12713
6893,6,6893
22398,14,143398
17441,17,17441
13818,13,13818
4179,4,4179
19377,19,19377
15191,15,15191
2172,2,2172
1067,1,167
13191,13,13191
10247,10,10247
7632,7,7632
22030,14,143030
5812,5,5812
2960,2,2960
11860,11,11860
13123,13,13123
9985,9,9985
6684,6,6684
3586,3,3586
18993,18,18993
1972,1,1972
886,0,886
5470,5,5470
1005,1,15
9240,9,9240
16724,16,16724
22790,14,143790
11093,11,1193
153,0,153
5581,5,5581
16617,16,16617
1193,1,1193
7519,7,7519
7594,7,7594
17919,17,17919
10545,10,10545
5124,5,5124
21988,14,142988
5886,5,5886
11179,11,11179
17494,17,17494
20562,14,141562
20424,14,141424
8919,8,8919
16753,16,16753
2812,2,2812
19155,19,19155
9946,9,9946
12274,12,12274
22645,14,143645
738,0,738
18899,18,18899
2228,2,2228
15756,15,15756
8290,8,8290
13152,13,13152
7766,7,7766
17326,17,17326
9064,9,964
2886,2,2886
1992,1,1992
915,0,915
8681,8,8681
697,0,697
17445,17,17445
22884,14,143884
14096,14,1496
22341,14,143341
3073,3,373
12462,12,12462
7688,7,7688
21426,14,142426
14961,14,14961
4852,4,4852
5930,5,5930
9069,9,969
4876,4,4876
17730,17,17730
21135,14,142135
5571,5,5571
7627,7,7627
14815,14,14815
22342,14,143342
4739,4,4739
3736,3,3736
22994,14,143994
8393,8,8393
6674,6,6674
13622,13,13622
15404,15,15404
22690,14,143690
2997,2,2997
5759,5,5759
10251,10,10251
22141,14,143141
13636,13,13636
20820,14,141820
17951,17,17951
8267,8,8267
9604,9,9604
21069,14,142069
18373,18,18373
12215,12,12215
22361,14,143361
226,0,226
22417,14,143417
10296,10,10296
10086,10,1086
17438,17,17438
19019,19,1919
19880,19,19880
19086,19,1986
22413,14,143413
12158,12,12158
12339,12,12339
21691,14,142691
16830,16,16830
18792,18,18792
22136,14,143136
8705,8,8705
13666,13,13666
2241,2,2241
5373,5,5373
16962,16,16962
9803,9,9803
17813,17,17813
16677,16,16677
475,0,475
2244,2,2244
13396,13,13396
11712,11,11712
6974,6,6974
16492,16,16492
6934,6,6934
3406,3,3406
20197,14,141197
3257,3,3257
196,0,196
16049,16,1649
5983,5,5983
12164,12,12164
10092,10,1092
5635,5,5635
14923,14,14923
20878,14,141878
3440,3,3440
14840,14,14840
22394,14,143394
14537,14,14537
10022,10,1022
9873,9,9873
9279,9,9279
18774,18,18774
2484,2,2484
11264,11,11264
12238,12,12238
17651,17,17651
18227,18,18227
22426,14,143426
20757,14,141757
16349,16,16349
13021,13,1321
16882,16,16882
2604,2,2604
18854,18,18854
16256,16,16256
21538,14,142538
4649,4,4649
21857,14,142857
11248,11,11248
19141,19,19141
13784,13,13784
700,0,700
20568,14,141568
969,0,969
6817,6,6817
6311,6,6311
14340,14,14340
18126,18,18126
9812,9,9812
14362,14,14362
8021,8,821
17241,17,17241
11084,11,1184
13229,13,13229
3116,3,3116
14626,14,14626
1558,1,1558
22798,14,143798
16720,16,16720
11363,11,11363
17754,17,17754
19878,19,19878
8882,8,8882
5053,5,553
14845,14,14845
19968,19,19968
9922,9,9922
727,0,727
12499,12,12499
14183,14,14183
18351,18,18351
10106,10,10106
21550,14,142550
9200,9,9200
2775,2,2775
20499,14,141499
16018,16,1618
22007,14,143007
13382,13,13382
6160,6,6160
17779,17,17779
10876,10,10876
438,0,438
17910,17,17910
5681,5,5681
4562,4,4562
10800,10,10800
19951,19,19951
15401,15,15401
19069,19,1969
9566,9,9566
2369,2,2369
20738,14,141738
8235,8,8235
16220,16,16220
3148,3,3148
10934,10,10934
13490,13,13490
6391,6,6391
12658,12,12658
17083,17,1783
4612,4,4612
14303,14,14303
9312,9,9312
5132,5,5132
13178,13,13178
8522,8,8522
14917,14,14917
18483,18,18483
8810,8,8810
16515,16,16515
3631,3,3631
10180,10,10180
7149,7,7149
3106,3,3106
16010,16,1610
19751,19,19751
11466,11,11466
20779,14,141779
171,0,171
7864,7,7864
7800,7,7800
2979,2,2979
7062,7,762
2808,2,2808
1261,1,1261
13916,13,13916
5447,5,5447
8160,8,8160
543,0,543
10316,10,10316
4164,4,4164
5616,5,5616
7699,7,7699
6532,6,6532
16626,16,16626
19915,19,19915
1973,1,1973
17670,17,17670
17377,17,17377
5648,5,5648
8881,8,8881
9244,9,9244
15370,15,15370
9494,9,9494
2132,2,2132
20811,14,141811
20052,14,141052
4823,4,4823
7107,7,7107
1779,1,1779
8779,8,8779
9713,9,9713
2648,2,2648
16104,16,16104
507,0,507
10349,10,10349
13151,13,13151
18656,18,18656
22374,14,143374
12892,12,12892
17692,17,17692
16403,16,16403
13457,13,13457
14321,14,14321
8206,8,8206
8161,8,8161
19423,19,19423
13060,13,1360
7782,7,7782
10579,10,10579
14060,14,1460
1932,1,1932
11902,11,11902
7443,7,7443
5715,5,5715
14166,14,14166
12,0,12
15147,15,15147
6120,6,6120
15082,15,1582
14969,14,14969
20392,14,141392
19211,19,19211
3373,3,3373
17309,17,17309
6455,6,6455
13085,13,1385
16717,16,16717
21093,14,142093
12314,12,12314
2435,2,2435
838,0,838
15740,15,15740
21671,14,142671
19644,19,19644
15907,15,15907
2700,2,2700
12702,12,12702
16222,16,16222
13212,13,13212
1273,1,1273
18843,18,18843
11526,11,11526
956,0,956
9905,9,9905
8143,8,8143
15551,15,15551
3519,3,3519
10529,10,10529
9079,9,979
1598,1,1598
2592,2,2592
17390,17,17390
6422,6,6422
13726,13,13726
3179,3,3179
7630,7,7630
19072,19,1972
3167,3,3167
8674,8,8674
22689,14,143689
22064,14,143064
17789,17,17789
12420,12,12420
7928,7,7928
16873,16,16873
1543,1,1543
4911,4,4911
20411,14,141411
13372,13,13372
13581,13,13581
18682,18,18682
1508,1,1508
21007,14,142007
11361,11,11361
4622,4,4622
10805,10,10805
13918,13,13918
16419,16,16419
9793,9,9793
12595,12,12595
7710,7,7710
16138,16,16138
11350,11,11350
9430,9,9430
14193,14,14193
10906,10,10906
15814,15,15814
7822,7,7822
14316,14,14316
3619,3,3619
19365,19,19365
22095,14,143095
9650,9,9650
14235,14,14235
7916,7,7916
7343,7,7343
2674,2,2674
3520,3,3520
6644,6,6644
5401,5,5401
10662,10,10662
18528,18,18528
11976,11,11976
15648,15,15648
18176,18,18176
4291,4,4291
6045,6,645
5107,5,5107
2185,2,2185
20477,14,141477
10160,10,10160
5343,5,5343
9435,9,9435
8856,8,8856
20286,14,141286
13007,13,137
7113,7,7113
792,0,792
15190,15,15190
11542,11,11542
2008,2,28
4137,4,4137
20119,14,141119
1380,1,1380
8666,8,8666
20656,14,141656
11497,11,11497
20310,14,141310
21393,14,142393
21557,14,142557
16685,16,16685
12040,12,1240
13420,13,13420
925,0,925
9531,9,9531
12506,12,12506
13910,13,13910
21018,14,142018
9493,9,9493
18630,18,18630
7253,7,7253
8340,8,8340
16648,16,16648
20580,14,141580
4180,4,4180
19646,19,19646
20856,14,141856
9705,9,9705
13894,13,13894
8159,8,8159
313,0,313
7252,7,7252
11065,11,1165
8296,8,8296
3613,3,3613
8097,8,897
6919,6,6919
16066,16,1666
13982,13,13982
18433,18,18433
14216,14,14216
22962,14,143962
21793,14,142793
12256,12,12256
8501,8,8501
3617,3,3617
9750,9,9750
2865,2,2865
929,0,929
22642,14,143642
14045,14,1445
11796,11,11796
18836,18,18836
10258,10,10258
16945,16,16945
88,0,88
19047,19,1947
13864,13,13864
17510,17,17510
1761,1,1761
14436,14,14436
21142,14,142142
17890,17,17890
8274,8,8274
20321,14,141321
9901,9,9901
15006,15,156
12272,12,12272
8062,8,862
2102,2,2102
546,0,546
17149,17,17149
5902,5,5902
936,0,936
20077,14,141077
22453,14,143453
3893,3,3893
7342,7,7342
17564,17,17564
17044,17,1744
22354,14,143354
17295,17,17295
15580,15,15580
252,0,252
17294,17,17294
4497,4,4497
13423,13,13423
4161,4,4161
17700,17,17700
11294,11,11294
2364,2,2364
9736,9,9736
7264,7,7264
13947,13,13947
17414,17,17414
1764,1,1764
712,0,712
6328,6,6328
2130,2,2130
5136,5,5136
15282,15,15282
18875,18,18875
4176,4,4176
22535,14,143535
1371,1,1371
7743,7,7743
8028,8,828
19193,19,19193
16637,16,16637
2714,2,2714
14970,14,14970
16600,16,16600
12439,12,12439
2863,2,2863
10414,10,10414
22502,14,143502
11209,11,11209
6320,6,6320
9947,9,9947
8615,8,8615
7629,7,7629
18834,18,18834
5529,5,5529
10858,10,10858
7334,7,7334
11453,11,11453
20145,14,141145
22241,14,143241
18926,18,18926
15765,15,15765
5406,5,5406
1374,1,1374
5738,5,5738
10632,10,10632
11699,11,11699
8309,8,8309
442,0,442
3307,3,3307
6700,6,6700
20793,14,141793
22654,14,143654
5578,5,5578
22444,14,143444
14953,14,14953
8055,8,855
4569,4,4569
14143,14,14143
18675,18,18675
1896,1,1896
17258,17,17258
6803,6,6803
1500,1,1500
16284,16,16284
21476,14,142476
81,0,81
20070,14,141070
3463,3,3463
21694,14,142694
10551,10,10551
1342,1,1342
8746,8,8746
21131,14,142131
17062,17,1762
7482,7,7482
6105,6,6105
11602,11,11602
4905,4,4905
18868,18,18868
11274,11,11274
4916,4,4916
6122,6,6122
637,0,637
2330,2,2330
12763,12,12763
10572,10,10572
12423,12,12423
3308,3,3308
10748,10,10748
2072,2,272
6601,6,6601
21186,14,142186
4234,4,4234
2400,2,2400
8874,8,8874
19136,19,19136
15203,15,15203
18712,18,18712
8494,8,8494
13341,13,13341
21184,14,142184
15929,15,15929
13043,13,1343
18740,18,18740
17181,17,17181
6969,6,6969
15509,15,15509
2913,2,2913
913,0,913
16498,16,16498
16314,16,16314
17036,17,1736
12953,12,12953
20539,14,141539
14941,14,14941
14094,14,1494
20880,14,141880
22541,14,143541
15887,15,15887
22777,14,143777
1174,1,1174
5450,5,5450
7904,7,7904
13020,13,1320
6718,6,6718
21075,14,142075
18638,18,18638
2398,2,2398
3742,3,3742
19001,19,191
22083,14,143083
14875,14,14875
11460,11,11460
7795,7,7795
17985,17,17985
12769,12,12769
3560,3,3560
3933,3,3933
9810,9,9810
20320,14,141320
2725,2,2725
6494,6,6494
22594,14,143594
22873,14,143873
4527,4,4527
16129,16,16129
15544,15,15544
9086,9,986
529,0,529
14327,14,14327
9154,9,9154
12985,12,12985
22421,14,143421
16591,16,16591
20684,14,141684
12132,12,12132
18196,18,18196
265,0,265
7626,7,7626
17673,17,17673
95,0,95
8944,8,8944
16867,16,16867
8219,8,8219
2850,2,2850
17328,17,17328
21468,14,142468
16668,16,16668
12579,12,12579
17367,17,17367
4674,4,4674
4275,4,4275
13298,13,13298
10932,10,10932
11795,11,11795
5862,5,5862
4478,4,4478
12754,12,12754
7257,7,7257
4177,4,4177
1309,1,1309
7331,7,7331
11677,11,11677
6265,6,6265
11633,11,11633
6253,6,6253
17132,17,17132
19720,19,19720
7920,7,7920
17111,17,17111
21132,14,142132
20040,14,141040
13675,13,13675
20983,14,141983
2249,2,2249
11317,11,11317
20771,14,141771
15250,15,15250
21302,14,142302
8320,8,8320
19038,19,1938
12797,12,12797
4723,4,4723
21574,14,142574
2226,2,2226
4319,4,4319
12309,12,12309
15245,15,15245
1608,1,1608
17904,17,17904
18635,18,18635
5158,5,5158
15358,15,15358
12641,12,12641
13017,13,1317
7351,7,7351
18879,18,18879
13936,13,13936
15829,15,15829
19918,19,19918
19985,19,19985
5696,5,5696
19320,19,19320
3845,3,3845
6529,6,6529
22251,14,143251
16253,16,16253
8851,8,8851
16784,16,16784
21045,14,142045
15290,15,15290
9690,9,9690
16751,16,16751
15810,15,15810
5410,5,5410
274,0,274
11375,11,11375
11752,11,11752
5243,5,5243
20273,14,141273
17771,17,17771
5873,5,5873
12807,12,12807
5297,5,5297
9128,9,9128
17774,17,17774
11753,11,11753
4846,4,4846
10992,10,10992
22635,14,143635
22895,14,143895
13658,13,13658
558,0,558
22621,14,143621
3923,3,3923
22837,14,143837
3009,3,39
17571,17,17571
14428,14,14428
21178,14,142178
11800,11,11800
8930,8,8930
7683,7,7683
17434,17,17434
9761,9,9761
5242,5,5242
20842,14,141842
5037,5,537
11999,11,11999
17823,17,17823
3706,3,3706
19478,19,19478
18799,18,18799
4545,4,4545
10584,10,10584
2904,2,2904
5608,5,5608
6269,6,6269
17794,17,17794
15978,15,15978
4659,4,4659
13688,13,13688
6438,6,6438
1847,1,1847
14848,14,14848
5153,5,5153
9056,9,956
3948,3,3948
11070,11,1170
19315,19,19315
6792,6,6792
9121,9,9121
17069,17,1769
17312,17,17312
7337,7,7337
14128,14,14128
13408,13,13408
20974,14,141974
20330,14,141330
7125,7,7125
17167,17,17167
1016,1,116
19355,19,19355
2911,2,2911
21118,14,142118
22894,14,143894
501,0,501
4230,4,4230
22866,14,143866
1213,1,1213
8709,8,8709
12687,12,12687
7043,7,743
16236,16,16236
19548,19,19548
4983,4,4983
12228,12,12228
7575,7,7575
5990,5,5990
14671,14,14671
20213,14,141213
2662,2,2662
138,0,138
11629,11,11629
17888,17,17888
8911,8,8911
288,0,288
21787,14,142787
2263,2,2263
19530,19,19530
7573,7,7573
9866,9,9866
15283,15,15283
7816,7,7816
17003,17,173
20860,14,141860
22497,14,143497
6466,6,6466
11469,11,11469
7981,7,7981
3783,3,3783
8870,8,8870
7463,7,7463
5782,5,5782
21314,14,142314
11596,11,11596
1658,1,1658
8770,8,8770
21466,14,142466
14932,14,14932
18952,18,18952
2453,2,2453
1677,1,1677
20385,14,141385
15979,15,15979
18666,18,18666
13906,13,13906
10692,10,10692
3745,3,3745
17965,17,17965
1601,1,1601
4399,4,4399
19130,19,19130
1525,1,1525
6443,6,6443
19114,19,19114
19699,19,19699
14910,14,14910
279,0,279
12780,12,12780
1501,1,1501
12128,12,12128
8754,8,8754
10001,10,101
7897,7,7897
13667,13,13667
8482,8,8482
16711,16,16711
15482,15,15482
22731,14,143731
9052,9,952
1232,1,1232
1272,1,1272
9806,9,9806
1138,1,1138
16287,16,16287
8358,8,8358
5913,5,5913
19498,19,19498
2063,2,263
1486,1,1486
3649,3,3649
20354,14,141354
9304,9,9304
8722,8,8722
4956,4,4956
22276,14,143276
21086,14,142086
20715,14,141715
10634,10,10634
11515,11,11515
7040,7,740
12373,12,12373
18556,18,18556
7687,7,7687
12618,12,12618
12331,12,12331
13927,13,13927
19594,19,19594
11746,11,11746
8792,8,8792
21478,14,142478
1257,1,1257
9002,9,92
3857,3,3857
16881,16,16881
6944,6,6944
9896,9,9896
3855,3,3855
21782,14,142782
3339,3,3339
5957,5,5957
13605,13,13605
11708,11,11708
4989,4,4989
9631,9,9631
4249,4,4249
15185,15,15185
11748,11,11748
14359,14,14359
2546,2,2546
15799,15,15799
8551,8,8551
8958,8,8958
19358,19,19358
6349,6,6349
9204,9,9204
19376,19,19376
3413,3,3413
851,0,851
22300,14,143300
7090,7,790
7704,7,7704
22103,14,143103
1914,1,1914
9371,9,9371
8673,8,8673
10693,10,10693
128,0,128
2593,2,2593
15892,15,15892
3312,3,3312
8896,8,8896
11030,11,1130
2468,2,2468
3604,3,3604
7190,7,7190
4955,4,4955
7487,7,7487
16297,16,16297
11658,11,11658
1823,1,1823
3689,3,3689
2511,2,2511
16691,16,16691
14532,14,14532
19201,19,19201
564,0,564
21628,14,142628
9481,9,9481
1430,1,1430
34,0,34
6848,6,6848
12427,12,12427
8330,8,8330
7673,7,7673
2876,2,2876
16185,16,16185
13342,13,13342
15243,15,15243
21679,14,142679
2573,2,2573
16980,16,16980
5458,5,5458
14558,14,14558
20380,14,141380
19797,19,19797
11715,11,11715
18782,18,18782
4149,4,4149
16475,16,16475
10909,10,10909
16954,16,16954
14943,14,14943
21436,14,142436
21983,14,142983
5367,5,5367
13228,13,13228
15072,15,1572
3832,3,3832
6226,6,6226
21805,14,142805
6508,6,6508
9743,9,9743
16854,16,16854
20509,14,141509
11660,11,11660
8339,8,8339
13273,13,13273
13948,13,13948
10576,10,10576
1399,1,1399
8659,8,8659
5603,5,5603
15977,15,15977
21975,14,142975
15,0,15
591,0,591
2414,2,2414
8841,8,8841
2503,2,2503
20009,14,141009
12276,12,12276
1968,1,1968
20589,14,141589
10524,10,10524
20399,14,141399
4413,4,4413
22180,14,143180
16880,16,16880
15051,15,1551
17239,17,17239
15982,15,15982
8150,8,8150
4688,4,4688
17768,17,17768
13557,13,13557
6842,6,6842
21295,14,142295
22131,14,143131
22576,14,143576
6478,6,6478
6299,6,6299
12368,12,12368
14695,14,14695
1422,1,1422
11059,11,1159
5271,5,5271
4884,4,4884
4920,4,4920
7738,7,7738
5144,5,5144
15991,15,15991
1952,1,1952
18263,18,18263
21824,14,142824
22029,14,143029
5987,5,5987
5687,5,5687
21589,14,142589
10773,10,10773
11143,11,11143
22258,14,143258
11919,11,11919
14185,14,14185
5960,5,5960
13470,13,13470
6044,6,644
19363,19,19363
18417,18,18417
15467,15,15467
15073,15,1573
15964,15,15964
8094,8,894
7885,7,7885
20247,14,141247
20751,14,141751
20731,14,141731
16257,16,16257
21009,14,142009
12247,12,12247
18936,18,18936
4153,4,4153
7015,7,715
1033,1,133
6459,6,6459
21168,14,142168
13205,13,13205
7761,7,7761
12524,12,12524
7496,7,7496
12878,12,12878
13587,13,13587
5356,5,5356
10419,10,10419
14487,14,14487
6648,6,6648
1362,1,1362
6819,6,6819
15850,15,15850
375,0,375
8465,8,8465
13166,13,13166
22966,14,143966
9973,9,9973
13641,13,13641
10863,10,10863
2625,2,2625
20590,14,141590
6037,6,637
5288,5,5288
2931,2,2931
22307,14,143307
2225,2,2225
4617,4,4617
8661,8,8661
13578,13,13578
3760,3,3760
19761,19,19761
300,0,300
10689,10,10689
6703,6,6703
4227,4,4227
17016,17,1716
7013,7,713
5394,5,5394
10908,10,10908
4171,4,4171
11828,11,11828
22380,14,143380
7669,7,7669
21552,14,142552
2407,2,2407
13180,13,13180
9071,9,971
2830,2,2830
7654,7,7654
19464,19,19464
11362,11,11362
16328,16,16328
2347,2,2347
11600,11,11600
17177,17,17177
5744,5,5744
3127,3,3127
8175,8,8175
628,0,628
18219,18,18219
18553,18,18553
9353,9,9353
3700,3,3700
11899,11,11899
22070,14,143070
9829,9,9829
18073,18,1873
13593,13,13593
19306,19,19306
17798,17,17798
13535,13,13535
1614,1,1614
1759,1,1759
3714,3,3714
11411,11,11411
15997,15,15997
4207,4,4207
17485,17,17485
12101,12,12101
11952,11,11952
6711,6,6711
19993,19,19993
6047,6,647
22779,14,143779
9117,9,9117
11953,11,11953
17226,17,17226
12386,12,12386
17103,17,17103
10085,10,1085
11490,11,11490
19825,19,19825
15383,15,15383
910,0,910
923,0,923
2671,2,2671
10616,10,10616
9076,9,976
11951,11,11951
10276,10,10276
17873,17,17873
12358,12,12358
10830,10,10830
6187,6,6187
12185,12,12185
17933,17,17933
20787,14,141787
4098,4,498
5421,5,5421
219,0,219
9306,9,9306
12698,12,12698
16249,16,16249
777,0,777
19925,19,19925
13153,13,13153
17585,17,17585
15606,15,15606
14682,14,14682
18407,18,18407
2879,2,2879
21237,14,142237
13730,13,13730
9319,9,9319
9298,9,9298
14777,14,14777
5460,5,5460
6014,6,614
4090,4,490
17272,17,17272
4564,4,4564
3872,3,3872
14553,14,14553
17429,17,17429
4647,4,4647
4471,4,4471
19509,19,19509
7735,7,7735
3452,3,3452
16991,16,16991
14489,14,14489
40,0,40
21012,14,142012
18398,18,18398
18382,18,18382
22640,14,143640
6773,6,6773
6837,6,6837
15496,15,15496
20827,14,141827
2810,2,2810
782,0,782
19917,19,19917
16008,16,168
10364,10,10364
22667,14,143667
6124,6,6124
527,0,527
15242,15,15242
6857,6,6857
1042,1,142
6315,6,6315
21308,14,142308
20005,14,141005
1707,1,1707
8984,8,8984
7026,7,726
13441,13,13441
1741,1,1741
11271,11,11271
21526,14,142526
21968,14,142968
22794,14,143794
1710,1,1710
768,0,768
17134,17,17134
10542,10,10542
802,0,802
3549,3,3549
20601,14,141601
17601,17,17601
2632,2,2632
7173,7,7173
12027,12,1227
17012,17,1712
18859,18,18859
6305,6,6305
12069,12,1269
2528,2,2528
3233,3,3233
3135,3,3135
22156,14,143156
19709,19,19709
19763,19,19763
21389,14,142389
16638,16,16638
19937,19,19937
2107,2,2107
14822,14,14822
17109,17,17109
14647,14,14647
20259,14,141259
15625,15,15625
1871,1,1871
12937,12,12937
10389,10,10389
5757,5,5757
16395,16,16395
10764,10,10764
6884,6,6884
1507,1,1507
876,0,876
18972,18,18972
18947,18,18947
1201,1,1201
21204,14,142204
20132,14,141132
7380,7,7380
4377,4,4377
14723,14,14723
20732,14,141732
16888,16,16888
2075,2,275
11247,11,11247
10125,10,10125
11586,11,11586
22507,14,143507
7035,7,735
22904,14,143904
467,0,467
1466,1,1466
3919,3,3919
21603,14,142603
14918,14,14918
1604,1,1604
225,0,225
1029,1,129
10171,10,10171
16776,16,16776
10165,10,10165
4507,4,4507
21446,14,142446
11961,11,11961
22119,14,143119
13093,13,1393
15408,15,15408
8766,8,8766
3064,3,364
22482,14,143482
5858,5,5858
17435,17,17435
12150,12,12150
6774,6,6774
19670,19,19670
12520,12,12520
21570,14,142570
15399,15,15399
10665,10,10665
11216,11,11216
19236,19,19236
1901,1,1901
10295,10,10295
12019,12,1219
17976,17,17976
12707,12,12707
4328,4,4328
13015,13,1315
18751,18,18751
18249,18,18249
13339,13,13339
3214,3,3214
21620,14,142620
22455,14,143455
20421,14,141421
12842,12,12842
11016,11,1116
22911,14,143911
16453,16,16453
2112,2,2112
11982,11,11982
10794,10,10794
22549,14,143549
18043,18,1843
12071,12,1271
15538,15,15538
6353,6,6353
21611,14,142611
7072,7,772
13138,13,13138
8207,8,8207
21345,14,142345
3111,3,3111
2066,2,266
3407,3,3407
19534,19,19534
5657,5,5657
9928,9,9928
13828,13,13828
14843,14,14843
453,0,453
9136,9,9136
15555,15,15555
15921,15,15921
13737,13,13737
7393,7,7393
19540,19,19540
5384,5,5384
14650,14,14650
22831,14,143831
22786,14,143786
15038,15,1538
9753,9,9753
22716,14,143716
11637,11,11637
20401,14,141401
17209,17,17209
20045,14,141045
11321,11,11321
2031,2,231
18237,18,18237
22587,14,143587
3240,3,3240
3830,3,3830
7797,7,7797
14031,14,1431
7100,7,7100
22553,14,143553
16974,16,16974
16679,16,16679
22950,14,143950
12404,12,12404
6291,6,6291
9691,9,9691
3543,3,3543
4302,4,4302
10081,10,1081
20977,14,141977
43,0,43
13312,13,13312
18075,18,1875
15013,15,1513
19272,19,19272
9915,9,9915
22571,14,143571
10994,10,10994
7581,7,7581
7313,7,7313
4515,4,4515
19319,19,19319
2955,2,2955
4235,4,4235
22269,14,143269
15056,15,1556
8120,8,8120
15560,15,15560
627,0,627
10534,10,10534
10178,10,10178
2645,2,2645
17727,17,17727
8829,8,8829
22106,14,143106
21099,14,142099
5065,5,565
17608,17,17608
246,0,246
9089,9,989
4239,4,4239
15094,15,1594
16672,16,16672
13594,13,13594
20473,14,141473
12146,12,12146
20826,14,141826
20565,14,141565
21783,14,142783
18997,18,18997
8234,8,8234
18293,18,18293
18610,18,18610
728,0,728
18228,18,18228
17314,17,17314
14322,14,14322
20634,14,141634
7176,7,7176
22038,14,143038
21433,14,142433
12501,12,12501
18928,18,18928
14000,14,140
12396,12,12396
2012,2,212
6377,6,6377
7227,7,7227
17047,17,1747
20025,14,141025
10714,10,10714
10480,10,10480
5451,5,5451
13387,13,13387
9143,9,9143
14604,14,14604
20843,14,141843
6676,6,6676
10573,10,10573
15938,15,15938
13827,13,13827
14052,14,1452
4643,4,4643
18239,18,18239
562,0,562
21383,14,142383
5743,5,5743
5864,5,5864
4807,4,4807
6170,6,6170
21786,14,142786
9374,9,9374
935,0,935
2978,2,2978
6024,6,624
15004,15,154
13036,13,1336
20721,14,141721
9913,9,9913
15801,15,15801
10266,10,10266
8026,8,826
6841,6,6841
20362,14,141362
6533,6,6533
6395,6,6395
18245,18,18245
20443,14,141443
2396,2,2396
11935,11,11935
5078,5,578
8897,8,8897
3981,3,3981
19172,19,19172
17175,17,17175
12600,12,12600
12374,12,12374
19385,19,19385
6852,6,6852
22817,14,143817
7136,7,7136
15441,15,15441
6593,6,6593
21242,14,142242
18794,18,18794
3585,3,3585
22048,14,143048
18624,18,18624
22266,14,143266
20862,14,141862
22483,14,143483
12751,12,12751
12343,12,12343
10496,10,10496
22542,14,143542
4878,4,4878
16523,16,16523
10655,10,10655
16271,16,16271
18169,18,18169
787,0,787
4155,4,4155
14407,14,14407
9195,9,9195
18994,18,18994
12561,12,12561
5507,5,5507
19957,19,19957
426,0,426
21115,14,142115
6906,6,6906
7047,7,747
21781,14,142781
9152,9,9152
18054,18,1854
8617,8,8617
5905,5,5905
2356,2,2356
10289,10,10289
10644,10,10644
13167,13,13167
4392,4,4392
21074,14,142074
12970,12,12970
18642,18,18642
21288,14,142288
9834,9,9834
19023,19,1923
14739,14,14739
6139,6,6139
12521,12,12521
9335,9,9335
22330,14,143330
15812,15,15812
21537,14,142537
4761,4,4761
98,0,98
19781,19,19781
3105,3,3105
9904,9,9904
6425,6,6425
19967,19,19967
18922,18,18922
20426,14,141426
16714,16,16714
287,0,287
14681,14,14681
17349,17,17349
16923,16,16923
362,0,362
8749,8,8749
9248,9,9248
11702,11,11702
7964,7,7964
285,0,285
498,0,498
18283,18,18283
13692,13,13692
13668,13,13668
16970,16,16970
9686,9,9686
1813,1,1813
13245,13,13245
6376,6,6376
20449,14,141449
2717,2,2717
10965,10,10965
6786,6,6786
6764,6,6764
10508,10,10508
11313,11,11313
17500,17,17500
16454,16,16454
16542,16,16542
12356,12,12356
2602,2,2602
11417,11,11417
4343,4,4343
9218,9,9218
4000,4,40
16966,16,16966
2375,2,2375
15301,15,15301
7689,7,7689
611,0,611
3157,3,3157
10970,10,10970
